Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0012838433186213175    8438                     2.227280273004564        2.1418418575064537       0.0885443851682596       1.7622480769133833       0                        0                        0.9999473                0.05                     0.21533157418161863      0.0005                   0.2952863945392892       2e-06                    0.038330078125           0.49523604               0.70928556               
200                      0.1328033944633272       850654                   3.462795286018279        4.4343133128664185       0.20152318037078137      1.3765881451816615       0                        0                        0.9894191375             0.05                     0.07050148349298979      0.0005                   0.28342487302143127      2e-06                    0.051025390625           -0.032262553             0.3173982                
400                      0.26906016886234285      1693636                  4.233647923438873        5.066624795387389        0.1978148346585547       1.3559935279225632       0                        0                        0.9788821624999999       0.049999999999999996     0.04860416180599714      0.0005                   0.2840114201535471       2e-06                    0.05419921875            0.06599459               0.2803573                
600                      0.4066426683134503       2536741                  5.180180413377636        5.511339648895973        0.1978148346585547       1.3559935279225632       0                        0                        0.9683431                0.05                     0.06152097390804556      0.0005                   0.2914560798672028       2e-06                    0.152587890625           -0.1265586               0.51874715               
800                      0.5438904890086915       3379929                  5.764940388772633        8.482443093150707        0.1978148346585547       1.3559935279225632       0                        0                        0.9578034125             0.05                     0.08758619515720056      0.0005                   0.2927079206565395       2e-06                    0.179931640625           -0.08762116              0.8043755                
1000                     0.6834405941433377       4223568                  7.049910155650695        9.328680474441406        0.1978148346585547       1.3559935279225632       0                        0                        0.9472579624999999       0.05                     0.0976971807249356       0.0005                   0.2743616809602827       2e-06                    0.172607421875           -0.06562017              0.8307794                
1200                     0.8230456201897727       5067365                  8.07805683901844         9.511319789813527        0.1978148346585547       1.3559935279225632       0                        0                        0.9367110375000001       0.05000000000000001      0.10310532309813425      0.0005                   0.2843870928627439       2e-06                    0.165771484375           0.008692453              0.53760934               
1400                     0.9609816646575928       5910574                  7.679168061666552        10.831608221540105       0.1978148346585547       1.3559935279225632       0                        0                        0.9261705250000001       0.05000000000000001      0.08416617223701905      0.0005                   0.28506189916515723      2e-06                    0.152099609375           -0.112020075             0.69345224               
1600                     1.0989983102348115       6754316                  9.259273780431318        14.025845473763155       0.1978148346585547       1.3559935279225632       0                        0                        0.9156236625             0.05                     0.11742457461514277      0.0005                   0.29263456555781886      2e-06                    0.126220703125           -0.025993502             0.43154988               
1800                     1.2381775071223577       7598922                  10.530341081048881       14.355379691773699       0.1978148346585547       1.3559935279225632       0                        0                        0.90506675               0.05                     0.13263561751227826      0.0005                   0.2870392795884982       2e-06                    0.1484375                0.005835364              0.41736215               
2000                     1.377953727973832        8445605                  10.05957410547069        13.717553425705528       0.1978148346585547       1.3559935279225632       0                        0                        0.8944828250000001       0.05000000000000001      0.1380564847277128       0.0005                   0.2886007357155904       2e-06                    0.134765625              -0.06635562              0.40485698               
2200                     1.5209944361448289       9292908                  9.986215154478           14.448993416153296       0.1978148346585547       1.3559935279225632       0                        0                        0.8838917000000001       0.05000000000000001      0.14330763102771016      0.0005                   0.2887628099997528       2e-06                    0.12744140625            -0.0032920889            0.47009042               
2400                     1.6652349687947168       10142416                 10.837717905902604       14.00725390923077        0.1978148346585547       1.3559935279225632       0                        0                        0.8732722875000001       0.05000000000000001      0.18663199256843654      0.0005                   0.2729046910535544       2e-06                    0.14453125               -0.009671564             0.45017785               
2600                     1.810849450164371        10994779                 13.550519722013274       13.754174495706142       0.1978148346585547       1.3559935279225632       0                        0                        0.8626186375             0.05                     0.16326135915733175      0.0005                   0.29484505421714857      2e-06                    0.166259765625           -0.019768827             0.4404728                
2800                     1.9578677218490177       11850153                 13.5451014861891         16.342848810503313       0.1978148346585547       1.3559935279225632       0                        0                        0.8519271374999999       0.05                     0.11755089008468476      0.0005                   0.2980239823022309       2e-06                    0.13924632352941174      -0.0051140017            0.33965367               
3000                     2.1073046792878043       12710453                 14.81754940498143        14.536893652578613       0.1978148346585547       1.3559935279225632       0                        0                        0.8411737625             0.05                     0.16031030657262924      0.0005                   0.29292817611028166      2e-06                    0.17233455882352944      -0.027416924             0.45929366               
3200                     2.2579724206527074       13573373                 15.29435879083075        15.786855458514639       0.1978148346585547       1.3559935279225632       0                        0                        0.830387525              0.05                     0.10651678131098913      0.0005                   0.2832265074419624       2e-06                    0.12040441176470587      -0.00042938866           0.32735482               
3400                     2.4094466267029446       14442060                 17.479095067400223       15.010151923095776       0.1978148346585547       1.3559935279225632       0                        0                        0.8195293375             0.05                     0.1645097630098462       0.0005                   0.3023097829016692       2e-06                    0.0978860294117647       -0.0012181925            0.33598256               
3600                     2.5632689834303326       15313929                 18.181595173371257       16.35837707991487        0.1978148346585547       1.3559935279225632       0                        0                        0.8086311375             0.05                     0.20484647265060202      0.0005                   0.28534258485716935      2e-06                    0.09857536764705882      -0.1061065               0.7154358                
3800                     2.719333983461062        16191906                 19.027451280792313       16.671967285352665       0.1978148346585547       1.3559935279225632       0                        0                        0.797657325              0.05                     0.18382223802344766      0.0005                   0.2818537110134083       2e-06                    0.14039522058823528      0.14471738               0.40432587               
4000                     2.8755892726447847       17071114                 16.898719121880916       15.73235582717236        0.1978148346585547       1.3559935279225632       0                        0                        0.7866659874999999       0.05                     0.1519633939537658       0.0005                   0.28362592676764026      2e-06                    0.14476102941176472      0.06344338               0.33070362               
4200                     3.032371607489056        17951739                 18.79719966821957        18.454163625121456       0.1978148346585547       1.3559935279225632       0                        0                        0.7756591875             0.05                     0.12836657841142046      0.0005                   0.2903200204429381       2e-06                    0.17095588235294118      0.01922456               0.375936                 
4400                     3.189726195467843        18832326                 17.93369411192605        12.573702785790942       0.1978148346585547       1.3559935279225632       0                        0                        0.7646514874999999       0.049999999999999996     0.12114304579410921      0.0005                   0.29187018380445595      2e-06                    0.18795955882352944      0.018432917              0.7342811                
