Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
3600                     5.58344562974241         15468581                 7.904071298259195        0.0                      0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.938142872              0.05                     7.35777547332691         2e-05                    0.4228289099992253       4e-06                    0.2939453125             -0.7956967               3.6455052                1.2045420899110681       1.0                      0.984375                 1e-05                    122373                   0.30077116629656625      0.8630727529525757       0.335104338824749        0.38199714571237564      0.032749446218504626     
3800                     5.883579627341694        16318331                 6.26413315839209         0.0                      0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.93474364               0.05                     14.730562996817753       2e-05                    0.4440011303522624       4e-06                    0.312255859375           0.5724332                1.8621075                1.126601078931023        1.0                      0.9854090073529411       1e-05                    129168                   0.3017299718716565       0.858099944451276        0.34782551415264606      0.39858246594667435      0.03082246333360672      
4000                     6.130828414559364        17167023                 7.8794501537970625       0.5561979166666664       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.931348824              0.05                     8.415049903967883        2e-05                    0.43157845083624125      4e-06                    0.3271484375             -0.23876487              4.4256597                1.0506601333618164       1.0                      0.9793198529411764       1e-05                    135948                   0.3031808348263011       0.8526209978496326       0.3280594637617469       0.39077412337064743      0.028532788705299884     
4200                     6.374536371363534        18005315                 6.014808833007338        1.1116666666666661       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.9279953759999999       0.049999999999999996     10.382050824700855       2e-05                    0.4334868121659383       4e-06                    0.25244140625            -1.3227283               4.9986753                0.9837361393552838       1.0                      0.979876893939394        1e-05                    142558                   0.3045054547714464       0.8468274745074185       0.3688890542834997       0.4064643569290638       0.026416775177825584     
4400                     6.620141882300377        18857340                 7.924828250511479        2.786770833333331        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.9245878160000001       0.05000000000000001      20.354917954886332       2e-05                    0.4354834827245213       4e-06                    0.318603515625           -0.6543542               4.8831344                0.9239832548534168       1.0                      0.9828814338235294       1e-05                    149270                   0.30552012955441193      0.8394996944595785       0.36936334893107414      0.3917235787957907       0.024948130745221588     
4600                     6.90241972261005         19717114                 8.83273452900871         1.6654687499999994       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.921148496              0.05                     9.811560139292851        2e-05                    0.43317057710373774      4e-06                    0.235595703125           -0.060682364             2.1891775                0.8665047428187203       1.0                      0.9790900735294117       1e-05                    156067                   0.3057796446716084       0.8406727664610918       0.39527267776429653      0.4032508637756109       0.023093495737103856     
4800                     7.199032194481956        20569998                 7.738746907548045        3.342239583333331        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.917737596              0.05                     12.810546091593363       2e-05                    0.4311921477646512       4e-06                    0.24517463235294118      -1.2242682               5.3167014                0.8161891051701138       1.0                      0.9782366071428571       1e-05                    162859                   0.308771014213562        0.8263756717954363       0.369758116081357        0.3946109935641289       0.021503032318183353     
5000                     7.4743462579117885       21434252                 5.7220065697446945       2.7892708333333314       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.9142800400000001       0.05000000000000001      14.742298630648293       2e-05                    0.4436081808526069       4e-06                    0.355224609375           -0.20819336              7.1676044                0.7642456854090971       1.0                      0.9780560661764706       1e-05                    169729                   0.3079695368514342       0.8296155859442318       0.36768162436783314      0.38750801607966423      0.019710019011707866     
5200                     7.746987274421586        22292616                 9.490529398994484        4.457552083333329        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.910846856              0.05                     22.407787788221064       2e-05                    0.4582509760580519       4e-06                    0.306295955882353        0.31376228               4.0733557                0.7197790110812468       1.0                      0.9809283088235294       1e-05                    176553                   0.30692914654226866      0.8344347862636342       0.3556470647454262       0.40111031010746956      0.018192093052408275     
5400                     8.011879612604776        23144071                 8.602059292377653        6.117499999999998        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.907440772              0.05                     20.811976108932868       2e-05                    0.4293060334166512       4e-06                    0.240966796875           2.3524113                5.715405                 0.6777571054065928       1.0                      0.977251838235294        1e-05                    183302                   0.30723869800567627      0.8343372380032259       0.37987200915813446      0.4053753949701786       0.016565479338169098     
5600                     8.282892114188936        24012190                 10.894040812104329       3.3408333333333307       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.90396908               0.05                     18.934035443207797       2e-05                    0.4268649480689098       4e-06                    0.27734375               0.371679                 6.849537                 0.6378342662538801       1.0                      0.9789062500000001       1e-05                    190171                   0.3088472655841282       0.8262023551123483       0.35054707527160645      0.41003499180078506      0.014913536182471685     
5800                     8.556513593991598        24870638                 15.912207890757392       7.738958333333334        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.90053472               0.05                     24.763050083290125       2e-05                    0.42810160250348206      4e-06                    0.2973345588235294       2.1775641                6.878448                 0.6055240280487958       1.0                      0.9782858455882353       1e-05                    196983                   0.30799001455307007      0.8296845344936147       0.3694667425006628       0.3924380335956812       0.013984918156090905     
6000                     8.834462028013336        25739987                 10.954999942631051       7.0998437500000104       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.89705734               0.05                     37.945166374830634       2e-05                    0.4339053053956698       4e-06                    0.3134191176470588       1.2066798                6.168625                 0.5769051138092489       1.0                      0.9781709558823529       1e-05                    203867                   0.3085043658228481       0.8264299035072327       0.3603291306644678       0.3912749607115984       0.013045132708023575     
6200                     9.108091439737214        26593466                 18.41823179995302        10.960312500000011       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.893643552              0.05                     32.82705486522001        2e-05                    0.44921585665467906      4e-06                    0.3187040441176471       1.1811235                4.9855328                0.5500528573989868       1.0                      0.9828125                1e-05                    210638                   0.3075863105910165       0.829635466848101        0.3392343670129776       0.37627025321125984      0.012182412988373212     
6400                     9.392222903966903        27477988                 14.686593017070505       10.828749999999994       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.8901060519999999       0.05                     37.01614574342966        2e-05                    0.43694880542655784      4e-06                    0.25911458333333337      0.3201852                7.068622                 0.5252165363894569       1.0                      0.9817708333333333       1e-05                    217652                   0.30683117608229316      0.8330947127607133       0.3449297584593296       0.375253913924098        0.01140392514773541      
6600                     9.672323595881462        28339965                 15.705378301806334       12.374010416666607       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.88665752               0.05                     40.25225720510764        2e-05                    0.44063315261155367      4e-06                    0.2977941176470588       4.291927                 7.931655                 0.5034671776434954       1.0                      0.9787454044117647       1e-05                    224485                   0.306312117506476        0.836862728876226        0.3552926015108824       0.37170893885195255      0.010641757179709041     
6800                     9.961857344441944        29232474                 17.478707790068412       14.45984374999998        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.883088632              0.05                     45.11734213597245        2e-05                    0.44730634532041025      4e-06                    0.3057725694444444       0.4524178                8.172239                 0.4805695849495965       1.0                      0.9827913851351351       1e-05                    231560                   0.30588417278753743      0.8372018917186841       0.3356102332472801       0.3641156926751137       0.009801868953414866     
7000                     10.24897358470493        30106598                 20.92220745753336        15.877604166666675       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.879590924              0.05                     44.987808242440224       2e-05                    0.44760985365685296      4e-06                    0.2991727941176471       -2.1334815               12.058632                0.46013570357771477      1.0                      0.9817325367647058       1e-05                    238484                   0.3029786173035117       0.8509553144959843       0.3664358966052532       0.39576742984354496      0.009116503245690289     
7200                     10.547317074139913       31000838                 35.52058588306129        14.089270833333327       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.876015184              0.05                     33.64800412787332        2e-05                    0.4556399274927874       4e-06                    0.33723958333333337      0.7712722                6.8493786                0.4478496570844908       1.0                      0.98046875               1e-05                    245562                   0.30656764152887706      0.8354875429256543       0.3604714721441269       0.38174620643258095      0.008548732041507153     
7400                     10.84584079073535        31910644                 37.33029786929262        14.306041666666701       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.8723747                0.05                     31.257031670826322       2e-05                    0.4321811600204776       4e-06                    0.3088235294117647       1.7730668                6.44096                  0.4332580408629249       1.0                      0.9842601102941178       1e-05                    252771                   0.30618982805925254      0.8347895496031817       0.3160188514739275       0.3663946632295847       0.008172025465789963     
7600                     11.168114780320062       32798424                 34.65726764751119        17.161250000000035       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.868824372              0.05                     24.330096562703453       2e-05                    0.4397550118673179       4e-06                    0.2823350694444444       0.29539165               4.7878747                0.4163591778940625       1.0                      0.986328125              1e-05                    259800                   0.30312106841140324      0.8483834796481662       0.3066316517069936       0.3589378632605076       0.007601128270228704     
7800                     11.48262503961722        33720895                 32.0564789841287         16.996458333333386       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.86513536               0.05                     27.736115437197057       2e-05                    0.4427994671032617       4e-06                    0.34457236842105265      3.0259008                5.447915                 0.4074309436050621       1.0                      0.9872255067567568       1e-05                    267104                   0.3052921101853654       0.8372953260267103       0.34581161476671696      0.3679346349090338       0.007272445068166063     
8000                     11.794799683027797       34630575                 35.87341496518262        16.90994791666669        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.861495608              0.05                     15.298109048356613       2e-05                    0.4341088319197297       4e-06                    0.3148871527777778       -0.80354416              6.6318564                0.40362800870622906      1.0                      0.9870535714285714       1e-05                    274316                   0.309827526978084        0.8164435250418527       0.3940587788820267       0.38420685566961765      0.007143601748560156     
8200                     12.108614127304818       35533619                 49.880780890871726       15.961510416666716       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.857883336              0.05                     28.070237413255704       2e-05                    0.44919982624964583      4e-06                    0.3038194444444444       1.6767459                6.827735                 0.39685480083738056      1.0                      0.9860491071428572       1e-05                    281472                   0.3108372517994472       0.8122488907405309       0.38478488475084305      0.37849672324955463      0.0069729925000241826    
8400                     12.414341391192542       36458655                 40.37935448165428        16.068020833333378       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.854184608              0.05                     20.669625972250575       2e-05                    0.44316892100400046      4e-06                    0.31620065789473684      1.7201146                3.176368                 0.39180437200947815      1.0                      0.988075657894737        1e-05                    288795                   0.31223113285867793      0.8048920600037826       0.41834705881774426      0.38401343673467636      0.0067998716901791715    
8600                     12.725300164288944       37414254                 43.7340650530163         15.470885416666702       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.850362388              0.05                     15.62479232918275        2e-05                    0.43709236545194136      4e-06                    0.28433388157894735      2.013873                 3.3363256                0.39436876460125575      1.0                      0.9878700657894737       1e-05                    296352                   0.3194135113766319       0.7725295361719633       0.4323313217610121       0.4100135564804077       0.006782437723718191     
8800                     13.034845508668157       38368507                 45.94972282297805        16.601927083333386       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.846545084              0.05                     19.027664043303382       2e-05                    0.43153327899543864      4e-06                    0.2598684210526316       -1.4681697               7.224521                 0.3859168008754128       1.0                      0.9876644736842105       1e-05                    303899                   0.31680264598444885      0.7847487926483154       0.4119448661804199       0.38690146803855896      0.006636815023069319     
9000                     13.345375566946135       39317975                 40.412211689599076       16.56031250000006        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.842747588              0.05                     27.503088178211136       2e-05                    0.4450603213749434       4e-06                    0.2872121710526316       0.5492396                2.4643915                0.3837124873430301       1.0                      0.9853766025641026       1e-05                    311417                   0.3187642051623418       0.7769064597594433       0.4005312528461218       0.380454333499074        0.006520944957931836     
9200                     13.657441580030653       40271346                 51.450288024037185       17.140520833333387       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.838934136              0.05                     22.37372602914509        2e-05                    0.4366976610924068       4e-06                    0.3139391447368421       0.039333098              4.5214105                0.38446161380180943      1.0                      0.9869791666666667       1e-05                    318965                   0.32235255913856703      0.7601024279227624       0.4591747857630253       0.4022772070020437       0.00648740948870396      
9400                     13.974134855071703       41227560                 55.746162167662675       14.762604166666737       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.83510874               0.05                     10.157836984058743       2e-05                    0.4428302071694481       4e-06                    0.2660361842105263       1.215841                 4.439072                 0.3775591913022493       1.0                      0.9893092105263158       1e-05                    326536                   0.31984265070212514      0.7700143738796836       0.43648348562419415      0.3920343164354563       0.006346233801818208     
9600                     14.299421428375775       42189980                 56.76543913758671        16.920156250000062       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.831259308              0.05                     11.40861092331378        2e-05                    0.44141743376262876      4e-06                    0.2372532894736842       0.8239943                2.6490552                0.37791771010348674      1.0                      0.9876644736842105       1e-05                    334153                   0.32195519616729334      0.7604851377637762       0.4493200574070215       0.38313277065753937      0.006420873914306101     
9800                     14.621407588587866       43153581                 65.86909404702578        17.358489583333366       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.8274055600000001       0.05000000000000001      12.961289042187854       2e-05                    0.42971537164412443      4e-06                    0.240234375              -0.5977541               4.889058                 0.3787990655654516       1.0                      0.9849759615384615       1e-05                    341777                   0.32419803050848156      0.7523781580802722       0.45883022621273994      0.3876461014151573       0.006512891214627486     
10000                    14.957078816228442       44127255                 68.17695302613379        16.02953125000005        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.823510188              0.05                     15.43010634438772        2e-05                    0.4428202967698637       4e-06                    0.27240953947368424      -4.343694                15.017553                0.37750808031935446      1.0                      0.9879728618421053       1e-05                    349481                   0.32463141805247253      0.7497111119722065       0.4968364592641592       0.40743120573461056      0.006437002607670269     
10200                    15.288941665821605       45106574                 60.22607605898034        17.355104166666695       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.8195925                0.05                     8.003193931507045        2e-05                    0.42667338590284715      4e-06                    0.22882401315789475      1.1669663                2.006843                 0.3763264788163675       1.0                      0.9887035472972973       1e-05                    357231                   0.3263577335589641       0.7412670882972512       0.5039408504962921       0.39012333005666733      0.006461651366506074     
10400                    15.618241854442491       46090339                 64.56467332772567        16.14619791666671        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.815657728              0.05                     18.662199498203243       2e-05                    0.43108778280255045      4e-06                    0.2236842105263158       -0.81836456              3.2568817                0.3757313521284806       1.0                      0.9877672697368421       1e-05                    365015                   0.3272565101322375       0.7375538004072089       0.5239852201193571       0.4022411201149225       0.0065057074013901385    
10600                    15.962235402531094       47070475                 60.82067438939853        16.14833333333338        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.811736712              0.05                     16.639368975690257       2e-05                    0.4350079499805967       4e-06                    0.21766493055555558      -0.27181932              4.602486                 0.3740265997680458       1.0                      0.9894425675675675       1e-05                    372775                   0.3264706199233597       0.7398840221198829       0.5230498891323805       0.3991011753678322       0.006565355695784092     
10800                    16.30645252353615        48052510                 66.10148315604843        16.655729166666717       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.807809844              0.05                     16.42692588819191        2e-05                    0.44433893924579027      4e-06                    0.23828125               -0.64705354              6.4072394                0.3756617399362417       1.0                      0.9880809294871795       1e-05                    380544                   0.32832038096892524      0.732132578507448        0.4969726447016001       0.3962710630148649       0.006592199254112366     
11000                    16.646276275581783       49035357                 67.455499549407          16.570781250000056       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.803878716              0.05                     15.182039420679212       2e-05                    0.4369764084462076       4e-06                    0.2640625                0.99001265               2.948439                 0.3783083960413933       1.0                      0.9888671874999999       1e-05                    388320                   0.33129989802837373      0.7180724531412124       0.5378851275891066       0.39452254213392735      0.006737947463989258     
11200                    16.984092752801047       50017080                 67.98446559248218        16.656197916666713       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.79995138               0.05                     19.587683977745474       2e-05                    0.42987944800406697      4e-06                    0.2439453125             0.88664764               3.77233                  0.3795709166771326       1.0                      0.9863782051282052       1e-05                    396087                   0.3337750954505725       0.7086703288249481       0.5766493249684572       0.39747028052806854      0.006561553368392663     
11400                    17.31802831735876        50998843                 65.58832737434007        17.211302083333386       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.7960248679999999       0.05                     12.930905040446667       2e-05                    0.44073426686227324      4e-06                    0.2388671875             0.14323029               3.083728                 0.3795322954654694       1.0                      0.9890625                1e-05                    403859                   0.33271294534206386      0.712114354968071        0.549904003739357        0.4081835262477398       0.00676962248980999      
11600                    17.659944625033273       51984729                 58.81349436676376        16.751458333333368       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.792080492              0.05                     22.533230905764196       2e-05                    0.44030961271767555      4e-06                    0.2450657894736842       1.0631373                3.4694645                0.37764636466377655      1.0                      0.9897203947368421       1e-05                    411663                   0.33169003693681015      0.7158331337727999       0.5294434726238251       0.4017070736736059       0.006726307059197049     
11800                    18.004124852286445       52968644                 65.52471683732517        17.296197916666706       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.788145196              0.05                     30.20201074592769        2e-05                    0.42067960691638295      4e-06                    0.2140625                -4.3683033               9.687901                 0.38024048621837914      1.0                      0.9871794871794872       1e-05                    419448                   0.33445746929217607      0.705159651927459        0.5657409355044365       0.4000356290489435       0.0067252343377241725    
12000                    18.347160036563874       53947107                 70.52618714191637        17.06895833333339        0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.78423286               0.05                     28.451011405459468       2e-05                    0.4235976563234415       4e-06                    0.2862723214285714       -3.0346239               13.755938                0.3814479055858794       1.0                      0.9900483630952381       1e-05                    427195                   0.3361808274473463       0.6958010622433254       0.540713282302022        0.39447489380836487      0.006784476561560518     
12200                    18.690744810899098       54928391                 58.76384775301979        16.871718750000042       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.780305504              0.05                     21.61431538362644        2e-05                    0.4238380255961889       4e-06                    0.22615131578947367      0.6421709                10.215446                0.3783565979254873       1.0                      0.988795230263158        1e-05                    434961                   0.3343572444037387       0.7040249015155591       0.5291382577270269       0.3853159174323082       0.00683030949317311      
12400                    19.083093304899005       55907259                 61.37982895418526        17.167656250000057       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.7763900319999999       0.049999999999999996     9.876547283247897        2e-05                    0.43093276455214147      4e-06                    0.21361019736842107      0.5799789                1.4204684                0.3832180688255712       1.0                      0.989000822368421        1e-05                    442715                   0.33828243613243103      0.6866009141269482       0.5749174915254116       0.4046147745102644       0.006875124612921163     
12600                    19.44748915321297        56889909                 65.58198490577618        16.445468750000035       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.772460532              0.05                     27.1673169657588         2e-05                    0.42539377021603286      4e-06                    0.23984375000000002      -3.3950973               11.162207                0.38290450125932696      1.0                      0.987109375              1e-05                    450486                   0.3384107619524002       0.6877053022384643       0.6126186177134514       0.3844567146152258       0.006893367832526564     
12800                    19.788988167511093       57869234                 62.34459952565123        16.744375000000044       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.768541856              0.05                     22.017562398687005       2e-05                    0.4307897440893086       4e-06                    0.20086348684210525      0.58399755               2.6971083                0.38319127946286585      1.0                      0.9883868243243243       1e-05                    458238                   0.339072449787243        0.6823855928472571       0.5998204499483109       0.3690077979117632       0.006955812861387795     
13000                    20.13465944343143        58849115                 66.12239157033717        17.180468750000053       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.764622828              0.05                     13.663224290272122       2e-05                    0.43732402733478104      4e-06                    0.2553453947368421       -3.473983                10.374609                0.3811576538964322       1.0                      0.9900287828947368       1e-05                    465991                   0.33732236843360097      0.6903808430621499       0.5729077104479074       0.3982627931982279       0.006926743313670158     
13200                    20.515361630717912       59820067                 63.338151252621486       17.174062500000048       0.3983491570945514       1.5165216094516023       0.0                      1.0                      0.7607389                0.049999999999999996     11.306344903270272       2e-05                    0.45171572204287114      4e-06                    0.21833881578947367      -5.5550995               8.946362                 0.3822459829481024       1.0                      0.989514802631579        1e-05                    473667                   0.33857076575881556      0.6843461927614714       0.6042256094515324       0.40234533324837685      0.006966384715939823     
