Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
3400                     4.333660717805227        14593384                 6.230238086074048        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.94164346               0.05                     14.485079715494066       2e-05                    0.4459755419520661       4e-06                    0.22802734375            -0.14783293              3.689458                 1.121833324432373        0.9936810661764706       0.9851792279411764       1e-05                    115504                   0.3800218683831832       0.49867510444977703      0.8791877403855324       0.3425559848546982       0.03578655706608996      
3600                     4.588976136909591        15447614                 4.589767932477326        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.938226576              0.05                     12.029715487966314       2e-05                    0.43145445629488677      4e-06                    0.2080078125             0.20303628               2.278571                 1.0547426868887508       0.9951746323529412       0.9841452205882353       1e-05                    122303                   0.3813375182011548       0.4929350544424618       0.8788003958761692       0.33525793347507715      0.03298065811395645      
3800                     4.8407566867934335       16295795                 5.400874952281406        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.934833704              0.05                     6.498402314027771        2e-05                    0.43843058310449123      4e-06                    0.146728515625           1.0012085                3.5327907                0.9839013236941714       0.9949100378787878       0.9855587121212122       1e-05                    129073                   0.3823659492261482       0.4879034576994          0.8713737465441227       0.3254652600735426       0.02981955422596498      
4000                     5.091868786944284        17143377                 4.80448426298242         0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.9314433440000001       0.05000000000000001      6.99170105275698         2e-05                    0.43292597081745043      4e-06                    0.21240234375            -0.2013973               3.0256088                0.933084021915089        0.9910037878787878       0.9853219696969697       1e-05                    135835                   0.3867417700362928       0.46992552641666296      0.9102168902754784       0.32309525832533836      0.026887583687449947     
4200                     5.344691306683752        17984392                 4.613527953207986        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.928079276              0.05                     9.529313125880435        2e-05                    0.4355114357313141       4e-06                    0.15966796875            0.36389285               5.197517                 0.8800655964649085       0.9949100378787878       0.9859138257575758       1e-05                    142473                   0.3860327565308773       0.47189276868646796      0.9118881933391094       0.2951928526163101       0.024929738970416962     
4400                     5.601051279505094        18836305                 7.846854219398121        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.92467184               0.05                     8.19613072508946         2e-05                    0.43525437026983127      4e-06                    0.185546875              1.545126                 3.2464716                0.8422873370787677       0.9933363970588236       0.9851792279411764       1e-05                    149197                   0.38895853652673607      0.45951301034759073      0.9080272167921066       0.31609456054866314      0.02296825542169459      
4600                     5.857973405453894        19694069                 4.1627806783401855       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.921240584              0.05                     11.742566717788577       2e-05                    0.43295096361543983      4e-06                    0.202880859375           -0.38463098              4.005016                 0.8104662678458474       0.9919507575757576       0.9842566287878788       1e-05                    155983                   0.3933697071942416       0.44124009392478253      0.970022413879633        0.2921898039057851       0.021265259407686466     
4800                     6.126003578901291        20545105                 7.071102489504652        0.5621874999999991       0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.9178370840000001       0.05000000000000001      16.367307420600866       2e-05                    0.4336275387664928       4e-06                    0.19829963235294115      0.6795061                6.8688664                0.7821303265435355       0.9909598214285715       0.9861607142857143       1e-05                    162740                   0.39162087270191737      0.4475187727383205       0.9171000309288502       0.31003492046147585      0.020689543123756135     
5000                     6.398683026366764        21407230                 6.284719345713322        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.9143881119999999       0.049999999999999996     15.757538720965385       2e-05                    0.43323658901499584      4e-06                    0.137939453125           0.78263444               4.980533                 0.7507821251364315       0.9935661764705883       0.9831112132352942       1e-05                    169568                   0.394005652736215        0.4380694645292619       0.9456820152699947       0.29602220840752125      0.019131500712212392     
5200                     6.665868933796883        22263671                 8.72176345182556         0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.9109626559999999       0.049999999999999996     10.100240262553973       2e-05                    0.43732707898187284      4e-06                    0.22564338235294118      0.47186133               3.3403132                0.7268331015811247       0.9919577205882353       0.9825367647058824       1e-05                    176363                   0.39403870701789856      0.4384554484311272       0.96955806016922         0.2956653293222189       0.01822086237370968      
5400                     6.928943891856406        23118508                 8.82648062042082         0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.907543096              0.05                     9.406916918123468        2e-05                    0.43414889944388585      4e-06                    0.20932904411764705      -3.2349267               5.167647                 0.7051347038325142       0.994140625              0.9836856617647058       1e-05                    183138                   0.39855690738734073      0.4183516537441927       0.974763311445713        0.2753708129748702       0.016876081333440894     
5600                     7.190705004069541        23981196                 8.470568314935134        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.904092872              0.05                     15.076327023699005       2e-05                    0.4176663936061018       4e-06                    0.19301470588235292      0.4575264                4.0818787                0.6816767999104091       0.9924107142857144       0.9849330357142857       1e-05                    189981                   0.39868494953427996      0.4180817995752607       0.9707029722630978       0.2987069273367524       0.0158739053777286       
5800                     7.457409356501367        24842208                 10.768488539760849       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.900648124              0.05                     12.141955219209194       2e-05                    0.4393038636771962       4e-06                    0.158935546875           -0.7167172               2.3703353                0.6664123254663804       0.9901194852941176       0.9854090073529411       1e-05                    196819                   0.3997407415333916       0.4140197687289294       0.993552677333355        0.2666681669652462       0.014973444973721224     
6000                     7.722918249766032        25708299                 9.697347388346468        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.8971835                0.05                     11.499491894152015       2e-05                    0.43366845621494576      4e-06                    0.135986328125           2.211023                 5.2789598                0.6453870029160471       0.9913589015151515       0.9844933712121212       1e-05                    203688                   0.40251695206671045      0.4019183353944259       1.0113453641533852       0.2522766077890992       0.013697797884092186     
6200                     7.991607394019763        26567856                 7.566998660451603        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.893745776              0.05                     12.159248900106723       2e-05                    0.4352977060548523       4e-06                    0.17118566176470587      -1.0517249               4.381664                 0.6303956648882697       0.9920726102941178       0.9849494485294118       1e-05                    210499                   0.4024038630373338       0.40245604164460125      0.9993375726044178       0.27165817469358444      0.0126378674279241       
6400                     8.263366343047883        27446246                 10.760499842436214       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.890232732              0.05                     18.32133440103601        2e-05                    0.4288512261255699       4e-06                    0.16222426470588236      -4.303105                7.781091                 0.6184524536132813       0.9911830357142858       0.9841517857142856       1e-05                    217462                   0.40365615572248187      0.3968852434839521       1.0077264830470085       0.2576801376417279       0.011924992342080389     
6600                     8.53124000761244         28313987                 9.857864254663378        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.8867615320000001       0.05000000000000001      20.979025874944295       2e-05                    0.43458347685415954      4e-06                    0.17394301470588236      -0.5057918               4.9100304                0.6050516162599836       0.99140625               0.9880580357142857       1e-05                    224336                   0.4022267392703465       0.4022668310574123       0.9889553822577          0.26406216993927956      0.011482386397463934     
6800                     8.804133618672688        29199084                 10.712382553587673       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.883221368              0.05                     15.497646697851666       2e-05                    0.4488054874407894       4e-06                    0.17922794117647062      1.1968043                3.6635735                0.600547524860927        0.9889508928571429       0.9841517857142856       1e-05                    231356                   0.40516244002750945      0.3902152180671692       1.016646545380354        0.2496092952787876       0.011100688949227333     
7000                     9.07560422056251         30077082                 9.521477207544343        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.8797092280000001       0.05000000000000001      13.70354922641726        2e-05                    0.4379990833866245       4e-06                    0.15923713235294118      -0.63877696              4.370874                 0.5933178731373379       0.9852678571428571       0.9853794642857143       1e-05                    238312                   0.4063600420951844       0.38583970410483226      1.0488469004631042       0.24586218502372503      0.010478873284799711     
7200                     9.351500608523686        30967978                 8.227538320872862        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.876146144              0.05                     10.865852493792772       2e-05                    0.4358672860285474       4e-06                    0.18901909722222224      -0.17032175              1.9144869                0.581745833158493        0.988064236111111        0.9879557291666666       1e-05                    245369                   0.4061465197139316       0.3853110074996948       1.0105692818760872       0.2569200564175844       0.01008350733253691      
7400                     9.634660195244683        31873388                 12.332758915791782       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.872524128              0.05                     17.851187795948455       2e-05                    0.41900879128233476      4e-06                    0.11856617647058823      0.7159138                5.1079955                0.5739239352090018       0.9866071428571429       0.9891741071428573       1e-05                    252539                   0.40457559823989864      0.39203482355390273      0.9971594102680683       0.25347240921109915      0.009618155658245087     
7600                     9.924113849070338        32765644                 11.147833016425935       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.868955236              0.05                     10.999291583895683       2e-05                    0.4332102071493864       4e-06                    0.1430121527777778       0.053275306              2.2014406                0.572551931653704        0.9728794642857143       0.9887276785714286       1e-05                    259611                   0.40616134405136106      0.38622424261910576      1.057298481464386        0.20529993902891874      0.009273205218570573     
7800                     10.208667217559285       33681599                 15.289218332888959       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.865292428              0.05                     5.6107683653306015       2e-05                    0.4284433106352624       4e-06                    0.11657072368421054      -0.90782887              4.730639                 0.568693995475769        0.9844805743243243       0.9897592905405406       1e-05                    266866                   0.4091686686953983       0.37296593833614045      1.0512498766183853       0.24032400082796812      0.009058772913507512     
8000                     10.493267639213139       34590148                 17.711414386781083       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.861657236              0.05                     12.289814888189238       2e-05                    0.42808435981472337      4e-06                    0.15755208333333334      -2.4782531               7.131063                 0.5640186616352627       0.9819196428571428       0.991294642857143        1e-05                    274065                   0.4094339949744088       0.37110188177653725      1.065800167620182        0.2190316515043378       0.008845489312495503     
8200                     10.757410609722138       35499753                 15.462315117936791       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.858019304              0.05                     11.673656977195705       2e-05                    0.4306256308530768       4e-06                    0.126953125              0.69460374               2.3492677                0.5605925023555756       0.9781901041666667       0.9894748263888888       1e-05                    281267                   0.41169461607933044      0.36231746938493514      1.0845891237258911       0.22299102135002613      0.008872486857904328     
8400                     11.050988977352779       36441655                 9.980788835580787        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.854252704              0.05                     9.43134740573403         2e-05                    0.4309856094616024       4e-06                    0.1724917763157895       -0.47147697              6.568489                 0.55959153175354         0.9841694078947368       0.9898231907894737       1e-05                    288724                   0.4122284258666791       0.36026689253355326      1.0818438827991486       0.21007462963461876      0.00854573614503208      
8600                     11.348958598441548       37411545                 16.327807580757206       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.850373                 0.05                     13.96140398575287        2e-05                    0.4189763213262746       4e-06                    0.1821546052631579       -6.140606                10.743981                0.55673170717139         0.9900287828947368       0.9883840460526316       1e-05                    296402                   0.41261081005397593      0.35869062260577556      1.0742414966225624       0.21361784916371107      0.008619327392233044     
8800                     11.63625540971756        38323054                 18.14266326818882        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.846726568              0.05                     8.166963342479185        2e-05                    0.4306008202562991       4e-06                    0.16899671052631582      -2.4023824               6.8072276                0.5577401277181264       0.9743454391891893       0.988597972972973        1e-05                    303618                   0.41286299840824026      0.3583665361275544       1.081299014389515        0.21935496665537357      0.008249774877284025     
9000                     11.922353045807945       39274196                 20.73533483554069        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.842922464              0.05                     11.59561788359363        2e-05                    0.44015747083252976      4e-06                    0.18194901315789475      0.5359288                1.4065953                0.5550423358616076       0.9815995065789473       0.989720394736842        1e-05                    311147                   0.41380053444912557      0.3535514003352115       1.0819591209292412       0.2222701758146286       0.008153107556465426     
9200                     12.219212816754977       40266933                 26.08857443049326        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.838952164              0.05                     11.468097065296025       2e-05                    0.4211064031347632       4e-06                    0.12734375               -0.0058197253            1.8795923                0.551950060404264        0.9704527243589743       0.9877804487179487       1e-05                    319001                   0.4124022523562113       0.36030829258454156      1.0613307766616344       0.23550163488835096      0.008049614058855254     
9400                     12.527685501906607       41293444                 26.20891630185948        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.834847696              0.05                     5.716011932873656        2e-05                    0.43899787514514865      4e-06                    0.11495535714285715      0.4996021                3.6279442                0.5494755449749175       0.9886532738095238       0.9876302083333334       1e-05                    327123                   0.41465567690985544      0.35020414562452407      1.0973985195159912       0.21626700088381767      0.008039440782297225     
9600                     12.84790673063861        42334772                 21.81714578455921        0.5620312499999991       0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.830677748              0.05                     6.533203183837673        2e-05                    0.4359329268336296       4e-06                    0.1378676470588235       -5.572987                7.714502                 0.5529735160596443       0.9796401515151514       0.988873106060606        1e-05                    335361                   0.41675363887440076      0.34055457331917505      1.1016954146325588       0.21042260620743036      0.007764656209584438     
9800                     13.132249150739776       43250129                 31.060867506998306       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.8270177719999999       0.05                     6.661677526568788        2e-05                    0.4238571219870613       4e-06                    0.1636284722222222       0.39629424               1.9773229                0.5508756306436327       0.9790581597222221       0.9920789930555556       1e-05                    342610                   0.41639109121428597      0.3418399294217428       1.0814074873924255       0.20250829868018627      0.0075539675955143245    
10000                    13.438681486712563       44227324                 29.4173755493322         0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.82311146               0.05                     6.398719951732172        2e-05                    0.4166019018295975       4e-06                    0.13504464285714285      0.06065302               1.3354537                0.5512072836480489       0.9827553353658536       0.9886623475609757       1e-05                    350346                   0.41733678666556756      0.3395130430779806       1.102279156446457        0.19950664043426514      0.007685549738930493     
10200                    13.764382095005777       45263995                 29.642366867772086       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.818965556              0.05                     3.7627695019223864       2e-05                    0.4253684911610825       4e-06                    0.12165178571428571      0.069880486              2.0393584                0.5510119282922079       0.9771075581395349       0.991733284883721        1e-05                    358549                   0.41647825130196503      0.341890811920166        1.1123416423797607       0.19952899497002363      0.007549863698524098     
10400                    14.102274967564476       46374044                 36.69594682118255        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.8145266959999999       0.05                     11.244061251211425       2e-05                    0.423766876084973        4e-06                    0.1584578804347826       0.3276541                1.5029016                0.5478835927115546       0.9702256944444445       0.9919270833333333       1e-05                    367322                   0.4146426439285278       0.3498724857966105       1.0798316597938538       0.2110241474583745       0.007482776211367713     
10600                    14.459249299698406       47558074                 37.73949000264137        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.809792908              0.05                     4.259393915645779        2e-05                    0.44309619173407555      4e-06                    0.13406249999999997      0.19866163               1.1609914                0.5501505994796753       0.9659375                0.9907031249999999       1e-05                    376670                   0.4186526894569397       0.33284897565841676      1.0958654060959816       0.20751303527504206      0.0072788563370704655    
10800                    14.84595161596934        48811530                 40.58395481155475        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.804778476              0.05                     7.3249142737283055       2e-05                    0.43357709810758627      4e-06                    0.1376953125             1.0737983                4.4402423                0.5474289655685425       0.9764030612244897       0.9917091836734694       1e-05                    386566                   0.41651904339693036      0.3416967878536302       1.0926953703165054       0.20441859867423773      0.007350116588023244     
11000                    15.25086426311069        50107808                 44.471587210126785       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.799594968              0.05                     7.34592144133953         2e-05                    0.442216824955092        4e-06                    0.13401442307692307      -0.060295206             1.1417046                0.5480612126680522       0.9689002403846154       0.9918118990384616       1e-05                    396794                   0.4176136232339419       0.3369168845506815       1.0983988344669342       0.21392732299864292      0.007235804572701454     
11200                    15.649491406612926       51351025                 53.20390261726553        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.79461476               0.05                     8.004700915005646        2e-05                    0.42341459287624605      4e-06                    0.1519325657894737       -3.6598961               9.753265                 0.5485495038934656       0.9634712837837838       0.9880701013513513       1e-05                    406599                   0.4196985283413449       0.3290178501928175       1.1171701774001122       0.18680120259523392      0.007219353187325839     
11400                    15.973396532800463       52287511                 68.58532617570464        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.79087052               0.05                     10.357351593114435       2e-05                    0.4420555165037513       4e-06                    0.1310546875             -2.6401687               8.2468195                0.5473247911871933       0.9339748475609757       0.9913300304878049       1e-05                    414013                   0.4158146206925555       0.3444451864172773       1.0940429642796516       0.18753543961793184      0.007221991150844388     
11600                    16.3143755620718         53278688                 68.87076817561304        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.786904388              0.05                     4.044887326657772        2e-05                    0.4462544318092497       4e-06                    0.13157894736842105      0.6141137                2.1008205                0.5424773034296537       0.9609375                0.9896175986842106       1e-05                    421861                   0.4163756433286165       0.3425728898299368       1.109812781214714        0.18335316702723503      0.007147679595570815     
11800                    16.671776311662462       54331441                 71.40998627493778        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.7826949519999999       0.05                     1.4999809069558978       2e-05                    0.4320986094396739       4e-06                    0.10751488095238096      0.08522984               1.7766821                0.5421000370165197       0.953125                 0.9909489329268293       1e-05                    430183                   0.41660160553164594      0.341239176145414        1.0990497320890427       0.1906050117686391       0.007250299041227596     
12000                    17.05391457743115        55455710                 93.24834984638531        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.77820282               0.05                     10.068700470551848       2e-05                    0.4326501980423927       4e-06                    0.1184375                1.2121217                4.0613475                0.5407748666464114       0.9517463235294118       0.9910386029411764       1e-05                    439067                   0.41747439141366993      0.33734564453947774      1.1167511492967606       0.1915467046201229       0.007172513168816473     
12200                    17.46471506628725        56666571                 86.323506177474          0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.7733587959999999       0.049999999999999996     6.109979788288474        2e-05                    0.41368123568594456      4e-06                    0.1496875                -1.357752                5.4165134                0.5408878618357134       0.953842474489796        0.9878029336734694       1e-05                    448626                   0.4179086198612135       0.3361215494116958       1.1120175532996655       0.19321557600051165      0.0071269020210115285    
12400                    17.91495312942399        57964629                 104.27108906296635       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.768168728              0.05                     4.153959023386792        2e-05                    0.4306337047299301       4e-06                    0.10590277777777778      0.092576                 1.2025155                0.5416567281440452       0.9429976851851851       0.9890769675925927       1e-05                    458865                   0.41694906685087413      0.3403383714181406       1.103872261941433        0.201363536529243        0.007139158814593597     
12600                    18.38272462685903        59377715                 113.14625138416551       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.762518884              0.05                     2.160961779043207        2e-05                    0.4338753575716039       4e-06                    0.12432650862068965      0.36464143               1.5602177                0.543706546395512        0.9439883474576272       0.990333686440678        1e-05                    470000                   0.41806260610030865      0.3352083957801431       1.1286506578326225       0.1916006812825799       0.0071250661828760374    
12800                    18.883539793756274       60924516                 130.4827913018754        0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.75633588               0.05                     5.341561447431827        2e-05                    0.4285386099260958       4e-06                    0.146484375              0.046031587              2.1341808                0.5424635267969388       0.9621618470149254       0.9913712686567164       1e-05                    482189                   0.42044692608847545      0.3252142881279561       1.1205244213342667       0.17575188260525465      0.007174941447021356     
13000                    19.435448767609067       62602267                 136.81824493079847       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.7496254840000001       0.05                     6.835422837764353        2e-05                    0.4342615926528678       4e-06                    0.1275275735294118       -0.24803193              4.2775974                0.5402348532396204       0.9497931985294118       0.9900045955882353       1e-05                    495383                   0.4170265618492575       0.3393794333233553       1.093262940645218        0.18682633340358734      0.007218770874554621     
13200                    20.024205487966537       64459940                 158.30454856335615       0.0                      0.055495142440862344     1.0580332397560348       0.0                      1.0                      0.742199352              0.05                     3.458676262687032        2e-05                    0.42649726130259347      4e-06                    0.11247996794871795      0.33258924               0.8327353                0.541113280630731        0.9111201298701299       0.9904119318181819       1e-05                    509997                   0.4182338962307224       0.33491389627580515      1.1023790910840034       0.18687765207141638      0.00707692594884278      
